62	28180	9665	40439	29251	23994	17515	44800	41144	37332	
42529	14651	43220	32247	37344	41433	38282	43597	45418	
45628	26099	22009	5382	17701	41154	21386	8492	42	
32874	38679	3186	4491	19284	34196	40382	7704	7143	
2423	17307	927	48923	32383	2682	45709	31875	21586	
1052	12130	19598	32702	39096	1141	41304	6921	31714	
27521	49176	23172	10739	15035	39109	17127	24031	30402	
5125	49224	37792	7544	22821	35583	49939	38777	32084	
31061	47307	34409	14490	28359	14519	27413	35619	12322	
27335	24632	47605	33492	38259	31170	22288	39939	37278	
49448	10231	31475	45493	29566	45921	25278	24470	22487	
44469	47022	9146	12598	10150	36526	47058	31255	2067	
32068	1725	27818	27225	22317	3068	49804	6387	30046	
2517	8640	33013	16622	15798	32680	20527	21376	11081	
33927	8322	24878	25383	40138	21754	225	16975	18795	
6429	41368	36666	44559	32168	32531	25725	36700	36860	
47856	23292	18163	5609	45235	41063	22740	5434	43474	
38070	1956	20834	46808	3387	8243	10564	5846	29557	
5917	30915	29006	34516	36579	45784	33488	14925	40445	
18910	49877	38627	10221	8528	19413	9061	29050	9781	
48009	9513	19087	15200	6041	9908	2311	38560	38053	
44054	88	22432	21319	40078	23068	24744	37470	11925	
27971	4637	46103	44693	42853	2981	24545	31603	37362	
37805	12787	45497	39601	9981	27643	2562	26109	39520	
35209	1202	36588	27669	45712	43779	39848	15272	19747	
24095	2629	32599	42	38430	37811	10987	7738	2876	
33532	1634	17294	34895	39909	21814	49088	31778	14765	
23849	43719	3964	5049	7161	7150	45902	15437	18691	
40693	2331	40712	12000	44896	12826	13468	10401	11469	
42309	43744	44386	42241	30465	2044	8676	9188	17796	
22464	9253	44725	31153	27318	45586	26131	36533	49968	
48468	43373	42012	7333	18720	14219	8548	48690	37092	
35832	1544	32253	40637	36797	40910	6232	35946	18754	
32493	45773	44485	1608	38676	22444	378	11431	20924	
7829	45953	25085	12143	37725	45328	10674	1605	38560	
11412	27831	40321	42602	16581	26947	49591	43469	32345	
11387	40641	18553	18345	1748	28066	19894	5989	16247	
44952	10074	47011	6253	42468	44699	22279	11106	31739	
28005	31203	21183	824	43208	6981	13370	14599	34084	
28073	47943	30362	39413	21136	40921	36974	6789	25827	
1004	349	37417	16694	45108	23114	38397	2525	31550	
1208	34122	48456	25023	35320	13297	41119	32332	29862	
13181	42213	23004	37409	17581	724	23828	31325	20195	
19181	1381	14442	29843	44196	21609	46579	19149	26657	
503	48714	43262	21872	34983	16648	30118	24928	27982	
1950	18911	11652	46869	42978	48207	30442	29200	3822	
20352	15266	24930	4002	43741	15214	39077	46646	29422	
10811	13965	28037	43722	12504	15070	36358	43332	11554	
9535	22340	44519	28717	1439	49764	2961	30961	12847	
8492	5806	11574	24745	47992	2464	3981	16883	13987	
25778	24528	20614	46237	30054	14608	23788	20083	47568	
27419	41748	39723	40084	29644	43506	15903	46961	13396	
47168	35940	6381	38746	23645	8795	1333	2081	22740	
43117	6805	723	10639	40928	39862	38984	32926	14938	
39073	46077	42108	12131	24939	1150	3786	1544	17811	
35767	20491	9021	14896	9105	37246	6737	2911	26282	
17944	40338	7941	44995	6590	1461	9072	40905	12461	
28536	17346	26997	33246	43539	46628	47266	5260	7662	
27899	40014	44759	3625	43617	41122	19415	27440	33599	
22548	14069	47475	49109	36404	29741	13619	6598	9897	
30027	24368	17767	11496	23923	34591	47409	33558	49131	
11876	25679	11791	44904	24219	16323	26875	28540	16827	
17408	8461	14509	10964	46143	36985	40352	32523	34336	
13505	38345	3221	36089	42955	17078	2218	24216	1039	
41911	30927	27030	30204	28435	38870	32003	34838	37998	
43402	7900	21176	39325	1071	21919	2107	25316	13463	
3413	12243	49105	25323	30777	3551	18376	47779	43005	
16874	12095	14477	2548	49637	8623	3445	11007	15046	
39344	32482	4184	13138	6824	10877	28130	8913	31615	
5345	22687	37943	16691	2870	14126	34716	43664	28380	
43426	4060	39772	49985	31751	30944	29740	29657	9712	
48946	11576	2115	11953	12757	20341	39749	13624	45004	
18972	36379	10324	2647	30230	17700	18063	33407	48804	
11182	44791	17349	47678	33257	10083	14118	17773	26601	
14550	10999	4980	5336	35468	42192	33594	40959	288	
24568	30233	46768	14532	30292	37347	43693	45613	41507	
30297	15244	39213	7506	27132	34454	19732	49662	5096	
20581	1371	34373	12945	8450	11432	9450	43112	38166	
2380	24162	2807	48064	4249	28275	48130	28696	43935	
20436	20158	20675	32928	41169	47261	14156	111	30814	
2472	32804	21098	47727	30199	10044	20720	17028	31157	
40422	242	5263	19722	13843	15839	41214	42677	15577	
9883	28235	23454	49758	21663	18424	20939	19244	29022	
43889	16871	19670	47554	25458	20930	30416	38839	4182	
7559	10396	4367	15864	23591	31458	16639	3966	30727	
7141	14036	41250	21954	49723	11048	5366	25951	13230	
367	28813	38529	5376	48462	18472	45201	26086	11133	
15131	23924	15531	20721	38238	42082	19456	21374	36210	
36747	4570	4086	37655	42351	31891	17982	23752	4719	
20765	9418	17156	45671	11466	15516	7713	17077	9114	
13614	10297	8623	16764	3271	25096	48186	40464	22323	
45651	8963	24097	23605	34963	12430	46837	13872	14977	
41124	40983	31496	39755	360	13048	14477	47650	42975	
25873	35377	12809	46054	24564	4677	41301	3834	14132	
19194	32165	25755	21577	7036	48751	3731	259	45741	
20584	37768	9383	5086	21157	33898	26372	41212	41861	
13575	24976	43524	7449	48542	26920	11034	3337	10231	
9886	9645	9976	47841	29676	36941	14719	33993	39308	
46068	46423	42218	12949	5272	3094	45190	7416	44640	
17971	47837	19079	16573	34229	44379	19006	21664	33733	
13355	24142	26393	40104	39708	37318	24335	41391	27953	
13940	17359	2707	45564	38146	18424	14120	10562	16229	
2507	44083	12441	20192	7243	43765	30407	39184	9842	
22586	38090	21667	31824	40229	8722	16134	48162	35471	
9877	43146	2365	37162	1802	6541	4118	27635	28449	
26651	10944	3859	15231	3222	20564	6685	12584	41034	
25439	13436	49399	45828	6087	14222	35349	23547	14738	
17233	26256	40558	25862	3366	41462	27721	5182	25479	
47336	36157	23697	22566	45946	27443	18264	44220	32987	
6126	25371	5621	13990	27324	39566	18460	42908	37219	
23193	17983	22105	29297	18952	31603	27881	24130	41835	
9285	485	5463	2031	11089	12798	20515	35381	22137	
6653	27204	42840	40333	10913	46193	15668	7161	30344	
514	47780	26863	19345	619	11853	44287	29624	7630	
827	26761	45837	32638	11223	20279	48293	4854	19979	
25307	16766	16421	31272	12539	14498	26677	44936	23904	
16409	33730	23018	29138	20639	46117	6049	33237	7434	
12369	5579	5101	34476	41324	24538	22688	32673	20926	
31997	4961	41531	18432	43899	26003	48116	19735	36286	
31531	18707	40672	42630	3196	37180	18119	11780	40950	
39187	13697	28162	8736	6212	37857	20691	13972	8548	
27211	12063	15931	11254	32903	34922	33514	32168	2801	
16476	47614	16035	15382	8148	18427	13822	48058	11811	
13041	31243	37803	29142	13550	35609	16895	35708	1078	
35029	31536	6319	35995	19046	26198	43208	29598	24759	
1539	33590	27675	17480	28630	38215	1132	32	27348	
37405	14112	39703	41763	36192	14823	26933	20280	5089	
19470	4835	33411	8092	34548	33539	36927	44414	37831	
28476	13247	5572	13357	36674	48876	24396	10746	40062	
30646	17426	24132	49927	18684	47402	11031	31514	28786	
7277	46497	22897	32117	2432	32789	37121	4999	32538	
9980	11718	36608	49729	37707	44667	27384	44591	43445	
30799	35996	36555	7596	37812	7639	20237	30726	35841	
41501	44304	3186	19738	30182	24405	22569	38092	28940	
16787	29154	18017	37489	4072	4782	49855	2223	19834	
5409	20749	21696	13486	22651	11249	13067	32088	44656	
43950	22467	20585	11603	48223	36970	17086	36153	30170	
31073	44713	34125	11782	5440	26584	35777	28398	755	
25546	22923	48545	44484	35120	12291	5177	13334	23315	
30339	2453	19310	5832	49910	36997	2041	219	34014	
47823	35333	37545	7054	33915	30639	33150	48803	3555	
45372	43068	31426	44452	28758	7610	44933	28696	13148	
8774	31266	41717	33515	42934	22427	49150	33007	35439	
2911	40800	37347	48709	41769	15707	5882	10276	14590	
47391	42126	12488	10796	43310	21545	10286	46439	37667	
19500	18737	27899	31537	47055	36814	36804	19436	27510	
49013	31400	16384	21502	31368	34785	24507	33420	13418	
5237	3259	6989	22699	9014	32326	42840	13305	40881	
31246	45842	5113	12710	24858	35058	35207	5479	18600	
24090	48053	4942	22726	4658	26038	16299	39527	41209	
36892	28198	2586	9368	49546	21360	32172	36073	45039	
42149	45769	24150	23991	36376	37887	19198	37232	13700	
18145	1561	41115	37896	21734	11214	4123	13286	31286	
38365	16308	12735	24249	37596	28098	17396	34817	48358	
20085	13634	44446	29619	30332	17368	40072	41490	40751	
21171	4063	31621	49129	34435	24965	9213	28365	11919	
43101	14446	49480	40999	20126	16087	19934	32880	46546	
45195	13885	38185	26286	47615	45853	32123	2395	13178	
14432	39625	12903	14352	17596	45722	40925	12169	16108	
11492	48061	12275	46681	40901	5170	28864	11368	18798	
9571	39357	44838	15462	2708	37603	35966	27925	27397	
18431	5470	3444	38658	1362	16007	15417	7248	26297	
16361	37037	29926	28978	46295	33024	35491	29065	3589	
14738	730	38610	49874	28978	15263	23756	6747	25781	
9362	27480	18862	25548	33868	36164	35384	30791	6168	
47850	36533	2818	11397	24942	6683	48699	22835	39233	
30613	38737	30631	41971	14439	49904	42883	16891	7865	
5385	48148	48944	29221	5691	3424	16547	19912	21544	
36723	40229	29836	43907	28185	45369	10295	11461	8956	
21971	16019	10839	41739	39186	42808	19903	22160	47440	
2385	39422	15031	25975	11048	33436	14484	8623	43613	
23617	42142	45590	29265	7965	22302	34103	40893	49105	
48275	25723	4399	2536	28844	43127	29634	30169	29027	
14150	39433	19358	44083	5977	48400	2887	20903	17193	
17928	99	15853	10578	39094	24539	3056	44452	19880	
28430	22262	35329	28429	29256	30312	9777	18762	38803	
45293	28215	40606	39946	47414	38510	9856	31501	25697	
42167	41258	36460	34533	30938	19827	43921	49141	26645	
12650	30004	34040	32041	47536	28113	13566	25510	10132	
43800	8493	7451	36106	34577	27841	31109	49825	49999	
29911	25697	26260	2284	41633	44635	27556	12850	267	
46666	40876	4991	6541	42726	19081	38117	3262	16328	
808	3755	18492	312	11506	28731	37324	17735	21971	
5737	41351	19738	15994	46716	29859	28220	43637	29239	
11820	16080	11704	31340	32772	32892	38023	24982	25575	
8777	20994	23550	49221	44353	1107	3663	4629	19470	
15859	46616	41618	28676	24710	19735	45989	26099	5630	
43049	20897	37643	49788	11441	1509	23268	5919	17773	
17013	47200	1020	47115	39062	38835	38815	37538	30707	
2202	2641	27703	34885	6766	14321	36573	16505	17385	
25490	45575	47234	46250	43068	28511	46988	34589	15333	
49547	21257	47017	30236	24553	8281	36231	2447	16174	
25139	10979	772	7871	26840	15043	42436	27298	17468	
61	5826	14289	27429	39	38285	3819	45880	40304	
10437	19181	22395	38752	43706	45758	26935	32212	12493	
30646	32175	35693	47687	28514	7256	17367	42923	38916	
37046	47095	40323	5440	5908	1269	47130	22017	10141	
31876	9885	16607	38035	32450	47702	7698	31707	8882	
21142	3845	19726	37803	38354	41585	34602	20350	24925	
32047	4176	14207	9116	11582	31063	1634	48954	16686	
49053	26372	2784	28563	20712	7190	19894	7626	15115	
10929	2620	13263	29816	42799	16703	29151	46132	36799	
1280	39459	31785	4036	5179	26245	29978	21779	1030	
33361	48941	21017	3784	17149	41044	5405	45181	29303	
35520	9346	30724	2137	13853	28050	30777	31643	41931	
27374	32256	28568	47956	16271	2559	32923	10260	39647	
42270	12148	44043	24419	28151	38294	1043	36648	23099	
14507	21353	32479	4492	46175	1252	10770	37605	26961	
16293	181	45561	35160	13567	38552	2476	10552	12317	
27359	1283	7195	26880	19129	22824	42360	1068	20527	
7771	36991	18051	18995	7976	18003	24757	15754	18730	
27670	34922	22947	18571	10471	49791	7758	18173	22703	
10564	41331	44864	35134	21658	35258	14362	24057	8800	
23511	16293	21034	1074	22569	15006	16619	947	27597	
42322	38439	31347	27464	33703	48859	23837	46427	34483	
32619	37011	45274	27632	19726	19064	39779	9714	13889	
3720	19227	16509	21849	3494	22865	24933	3900	39383	
7068	32775	40918	21038	11046	42840	38180	16522	3897	
3033	11354	25633	20817	28997	24905	45938	21281	10767	
28244	45525	27022	30155	9969	31566	22590	40263	15476	
28752	26338	33817	48252	6627	14616	1811	172	19934	
7005	9055	31153	1001	45415	38168	43355	18249	24799	
28594	20402	39865	8403	12218	26833	16711	35252	22110	
38085	23562	2731	25961	46408	22668	32137	10823	12928	
38763	49863	20666	11251	9561	42195	23309	32851	811	
16421	8345	49599	49944	26105	42563	3740	27396	43326	
34441	20629	29714	35719	34325	14504	43399	31104	21763	
32670	43654	27525	6653	8348	17046	31518	45699	17570	
22162	32395	746	10324	27295	45407	40640	11399	39277	
31536	13004	11113	12452	26785	37699	41340	1921	38739	
48354	7063	64	43211	33640	18855	20430	38839	4813	
46491	18057	42361	41078	39112	10282	32453	39334	32195	
37103	24904	19918	36634	25131	36953	14835	30278	44264	
23596	40072	47225	21048	43689	28562	35163	47879	38629	
25371	26120	2035	31466	21624	40884	13679	29229	28789	
22421	46793	36280	19838	18635	32198	11522	38876	9734	
16699	27280	5782	550	17373	12623	17448	23109	45110	
39009	22133	19755	36453	30990	18551	2182	7817	9864	
6216	6631	21115	3023	38635	40608	24861	26843	5847	
41389	9859	25928	48009	41705	43487	26505	26386	12818	
21637	36802	3535	30388	2433	2198	9058	33369	10724	
47997	42589	21322	27439	17553	40544	10401	2873	38710	
8217	43341	7980	26181	43767	23755	12681	2847	5626	
20098	5305	47679	49997	9519	42225	3123	39851	7007	
41676	49834	2144	80	10942	31405	34701	34380	20868	
37112	39355	20413	16782	25310	32967	6850	29956	45389	
12800	40606	28563	41078	27863	9044	22293	42909	32776	
34664	9613	32650	25717	17484	31786	37528	47009	45549	
22667	37039	39920	18760	18394	40184	222	6453	15978	
15913	16113	33939	44896	34621	24974	18362	40721	3464	
38652	49230	34884	3369	13706	33819	49604	10495	18279	
2894	12035	9976	22079	46974	26766	34785	11087	28433	
20614	37473	3535	39880	48912	27674	18705	3956	27228	
33103	25127	35023	27681	16929	19741	7895	3833	9304	
14574	4112	33292	35848	32491	30881	42010	935	38601	
33129	49425	8588	8864	43927	48441	28749	12485	43596	
9339	41801	9601	22832	21690	19116	40907	20134	13283	
22452	10698	28861	10213	30007	39985	44246	27104	21945	
41119	45641	1599	33217	40628	34351	12137	6462	1719	
22329	43094	2841	23083	42082	36344	3570	15476	23042	
43338	10007	32772	4813	16686	25072	8898	32496	5397	
23840	27348	4466	42772	46101	24737	17936	41018	18698	
5025	32535	31717	40481	15936	47306	16106	37647	14146	
11371	14306	22326	20814	13633	27529	12186	44000	21742	
2348	43895	19526	15736	11081	38229	46895	36604	37332	
49681	21742	45102	30779	8316	41479	11141	20285	36775	
35604	29061	49337	114	47312	29070	22929	21464	17912	
30216	29944	21124	672	5157	30054	12082	5583	2079	
19270	9658	1660	44031	13143	38117	28336	1016	11718	
42082	42479	5191	35273	35543	2629	4382	44937	46272	
17019	24336	37226	38450	6879	34957	26569	21353	11696	
40867	4886	26872	37887	41592	42277	13680	27503	31693	
17877	30906	48534	36141	44983	49053	33327	1271	29428	
41049	16737	36614	25381	21188	531	27896	27516	24806	
45642	16590	13706	36472	18778	16229	27254	49550	45058	
10891	12731	14905	43083	6096	44514	11602	44165	27484	
12023	47357	22145	37528	808	21609	35455	15653	33459	
9012	7921	22040	9442	46126	49929	40414	7971	29135	
46443	20179	42871	5466	13531	13164	33579	17008	49878	
25314	31344	27829	34869	28626	14616	44186	49865	3666	
42792	9613	24127	7973	32264	32953	32070	40614	43954	
32055	43289	48284	46291	1065	2021	43205	42763	34048	
37567	28165	28072	12725	32177	48975	11972	41267	48102	
19702	24843	35792	40222	40968	44055	1510	5910	6603	
5208	5270	48673	19032	37310	26309	7082	8615	35899	
43053	25673	27359	13268	38764	19218	12197	39778	33857	
7080	38270	15322	27658	19126	7416	35098	7488	49779	
42257	38597	7808	11776	31134	6017	27304	16235	44270	
41087	36666	30486	16401	4349	34933	40353	16258	36048	
37162	18366	48140	32573	1260	24509	5957	15623	26813	
41028	25034	8086	33657	17896	1933	5724	3080	30506	
27721	8724	39440	26083	4863	2168	34963	10479	43184	
49509	45622	1832	5078	38061	10840	2697	45425	40654	
24867	17185	16358	32418	42602	14687	32380	26833	27733	
16761	15960	20065	25963	8690	19079	7678	21136	2345	
40918	12761	7097	1860	37066	39549	33088	48706	40567	
41586	5472	47716	40054	18521	3657	647	35354	30561	
42953	48821	15842	44667	42222	1362	31858	1547	29152	
738	4491	17541	40913	1973	44089	10373	3036	17242	
22722	12960	44366	2363	21019	14213	30783	36729	44586	
40995	25687	23253	30384	20222	9862	9931	38377	35232	
18685	9508	48709	15421	29407	18873	9798	23283	6343	
14721	7602	27831	36810	27045	1382	28545	15548	17024	
46306	18847	10564	10862	48145	3200	18061	16161	20457	
6882	39390	22357	39492	42489	37757	11812	17159	22246	
7552	33121	37408	30191	14080	13160	26253	43271	36497	
9502	846	15415	21800	29708	17851	13701	32673	19058	
16416	20585	46962	43353	26143	41337	41653	18235	35268	
30706	19119	11707	39425	27890	8473	21327	16282	13863	
49826	2672	46385	30140	44255	663	25473	22999	27339	
10248	38650	2305	49022	18064	41653	28900	17616	1611	
19572	19688	40832	37521	18344	34466	21528	45439	19270	
33539	41121	19149	1953	20211	38345	21458	15910	7201	
16293	44392	6175	21035	35450	11301	13251	33501	25589	
22445	42660	34214	24332	20547	24440	33358	25174	27979	
7919	8663	42802	32053	12034	35690	28498	20056	26517	
15458	43471	40522	34307	38536	22890	42352	441	49576	
38478	18324	47779	1434	42421	4573	14812	12900	463	
12569	16000	19073	46988	45189	49765	28508	19812	23425	
24612	26151	7680	25331	48624	36140	18093	13685	2609	
33523	48386	4030	42319	18978	17829	49593	49901	45580	
43617	44644	30049	11658	18444	22908	21074	8881	22638	
2537	16198	39518	28501	4233	15464	42045	29807	44067	
3488	39102	4172	27582	23422	46866	41177	46732	42410	
9925	43982	6187	28861	705	37345	30648	36868	47492	
39756	29599	18040	30138	32560	21237	6113	7524	33872	
41972	44614	15804	10070	43170	2896	1503	32728	1654	
903	28574	13727	45558	37887	23405	26463	22017	45467	
46912	45836	8402	10326	7710	14944	43498	36846	5507	
21248	30297	44963	18676	39990	36942	23640	25177	27735	
47360	35191	20825	23833	38169	40785	23976	42569	33433	
42485	30718	13871	13785	12078	9592	5376	31536	2050	
49955	33628	8264	8992	2974	47261	16547	34757	29428	
39981	22264	15694	43223	26122	39169	15269	14846	36636	
22189	343	23707	18281	1092	46497	23475	43867	31020	
42630	9467	16328	11480	40231	2153	24477	381	17555	
35835	33214	24631	4074	16549	16032	13868	35488	38313	
12613	8937	34606	21667	19340	21600	38441	13718	45523	
47089	16779	13607	43170	6053	2604	12565	43103	17491	
29607	12572	5228	29138	47162	12687	15794	6998	8055	
27126	39404	10497	49291	24129	8661	4828	11226	49701	
9213	37100	15479	25272	43002	27773	46761	33352	27561	
4039	9062	30227	14176	26631	1493	49775	32685	36634	
34005	37458	45744	23920	28403	28549	20404	43707	24933	
9668	49779	32810	39727	27664	32592	2191	43443	34940	
43497	7321	6412	35258	1889	22938	30619	19099	22098	
23773	13769	2635	2702	47783	15842	9369	37869	43472	
23376	8528	8412	27863	31818	49245	35529	6659	41259	
4596	4858	33204	35862	14609	43846	7720	42291	42192	
10063	43524	37449	31154	23465	1605	862	30353	210	
20311	31995	22973	21038	41543	27806	25085	41874	10144	
40902	42474	29555	47978	13538	49851	30480	29262	7839	
31485	4945	8766	27495	47328	35058	29378	1290	13666	
38949	10630	23776	12427	49198	44763	23341	18122	38191	
1838	3079	6548	48284	20547	24707	34290	9551	36166	
30851	3076	2965	22316	26039	48076	1765	48072	11698	
14153	48902	26906	45458	9226	3273	9160	20069	48680	
12705	44487	32326	29984	46314	15878	37151	1564	44208	
21876	7317	14944	17278	8441	44034	24257	4898	27126	
8685	22203	23332	21051	21138	26476	12688	15314	44804	
5737	15235	13320	3866	9232	42853	25645	2954	39041	
16465	32987	44531	29094	35275	9748	14382	19992	8560	
9842	30492	43675	7924	41259	25566	7008	22729	30947	
8603	38404	26582	6630	25763	36417	37686	47051	15855	
34536	30808	27222	30799	21084	33768	10305	16296	28403	
16175	12592	23111	30307	3282	43213	44197	11922	22748	
45099	48032	941	17107	38804	3454	24364	29804	45691	
16325	29790	47542	42097	23282	35339	6812	21000	12986	
47223	47405	12787	20089	9073	20662	41655	12272	22072	
35394	19203	15672	49923	49137	1840	48993	47766	37686	
13479	11614	29096	633	10140	46047	9696	35781	38026	
19958	42709	40165	11585	48217	33872	20614	13202	108	
1004	21550	40986	12203	16784	2897	6287	2014	48886	
25917	7495	2922	36552	29734	31650	15563	17651	6421	
10443	46037	45293	7445	32210	26257	8025	39227	36393	
36738	42767	30709	42128	27123	4400	30715	37457	4799	
31254	17875	30747	36880	20353	30988	40886	35867	1686	
2589	27799	24347	25394	3575	39878	48980	1036	31643	
29840	39115	2981	1419	15644	30373	30945	19056	37951	
48456	39785	49100	40745	23523	27599	6456	26674	30481	
46176	31304	13639	25418	22874	29662	44225	23572	7999	
37567	24522	39112	36717	41536	43919	32030	19583	13233	
2385	32506	766	41092	46880	37994	47988	16702	43347	
3390	13254	8841	35978	19599	28510	32880	20204	740	
25124	48409	31034	25412	41458	42926	23279	2237	7413	
34353	45255	5063	20144	216	32467	48078	49903	16303	
22925	46192	40152	12589	20562	30994	40973	29291	8374	
17579	39830	30799	37841	42563	28762	10352	46153	18597	
22069	43251	27861	25726	13537	21388	12470	34841	37296	
26984	24550	33594	21327	28255	27922	59	47737	4890	
30515	44476	8803	36128	1399	14324	22920	9201	26616	
33167	49425	31089	5310	18423	16445	1199	12789	48503	
796	27994	32013	24545	23978	47206	30115	47127	3335	
24562	31508	3181	22511	795	14130	33544	10126	11731	
30396	26302	40884	41301	29418	6406	48062	40265	32062	
16749	11516	18496	35406	11055	10227	43588	48128	3924	
3444	3616	33449	48304	29541	16908	11136	35694	36562	
46558	45155	39473	33622	2556	18519	46541	27124	39355	
21937	47696	30935	31592	7761	31995	14519	35925	35853	
5441	28163	21647	12874	29296	19267	28023	1655	48320	
28853	31038	2075	4294	32281	27486	30141	5093	13285	
19113	46741	44633	35371	4698	12685	44006	49620	12850	
21585	9142	3004	33326	37094	25278	36260	29715	36137	
33526	35322	41282	34652	9931	25507	6758	47406	42253	
22375	17962	8455	24811	28430	35970	3836	16734	39657	
27727	42984	33875	999	5875	20515	19740	24840	29613	
44905	15737	11480	49398	35597	26053	35801	3315	15159	
47461	39045	47942	48012	9389	39868	31427	2281	44579	
3671	41766	36408	35563	34328	37895	36964	7404	27283	
46571	9348	11892	48198	32755	47872	23567	26105	26355	
36756	42879	25207	13117	8721	26784	34322	22513	12600	
42102	38087	20382	16612	11916	8949	39196	48860	395	
34049	3715	1568	6258	15974	34898	695	10271	11564	
39788	17388	47066	47724	20320	22926	46559	28360	8731	
13689	15346	21508	12473	7687	3331	40680	26392	39251	
25916	9508	45021	3406	37081	23790	32778	26564	23660	
49903	34881	14982	16109	23746	36807	7672	36099	39238	
5084	35238	26219	40388	17274	11228	32158	6084	13877	
